-12.471341,0,0,-8.443892,-24.700613,-19.011246,-5.5889907,0,0,-2.8909988,-13.303443,-10.547824,-2.985591,0,0,0,-2.4564238,-5.6126103,0,0,0,0,-5.05151,-3.0597782,0,0,-2.4031126,-2.545301,0,0,0,-5.9363456,-30.600397,-60.769753,0,0,0,0,0,0,0,0,-8.548341,-17.635136,-0.06320581,0,-8.559755,-17.404024,0,0,0,0,-35.89168,-37.388985,-3.1490886,0,-4.4979935,-20.72664,-10.353334,-17.072788,-9.483311,-21.32105,-12.345173,-6.93212,-3.3239324,-11.560621,0,-2.9139647,-8.915887,0,0,-3.0689585,0,-5.9199305,0,-8.471174,-41.210354,-68.219505,-40.22011,0,0,-8.771214,-21.857597,-6.338083,0,-5.0211873,0,0,-2.9109554,-16.3467,0,0,-10.443838,-3.0146365,0,-2.9508457,-9.14389,-8.103309,0,-9.594501,-11.725138,-11.6105585,-5.3745,0,-13.826576,-2.6734605,0,-2.7668748,0,-11.352696,0,-3.2192328,0,0,-10.711276,-5.167039,-6.9653225,0,-2.9465442,-16.348516,-0.38355902,-2.3148055,-14.158709,-5.534198,-11.584317,-19.270256,0,0,-21.312479,-56.813175,-15.057946,0,0,-2.7466142,-4.8393292,-3.779513,-5.8542013,0,-6.983121,-5.821728,0,0,0,0,0,0,0,0,0,-3.88346,0,0,0,0,-16.233511,0,0,-15.742418,-10.293177,0,-14.180603,-32.58563,-39.713875,0,0,0,0,-11.683848,-32.724667,-22.56493,0,0,0,-5.6022825,-9.573404,-11.560803,-5.829404,-11.139171,-6.651657,-13.549222,-7.9202266,0,-3.1406758,0,-11.081801,-4.1833096,-10.891378,-10.52922,-30.09067,-44.09485,-17.612358,0,0,-5.255635,-32.348484,-37.12242,-27.347284,0,0,0,-1.011179,0,-3.1333346,-6.3128366,0,-9.782446,-7.933275,-0.040483028,0,0,-20.294338,-11.755916,-19.768515,0,0,0,-12.161308,-27.216238,0,0,0,-11.329434,-23.450434,-18.046234
-18.046234,-12.471341,0,0,-8.443892,-24.700613,-19.011246,-5.5889907,0,0,-2.8909988,-13.303443,-10.547824,-2.985591,0,0,0,-2.4564238,-5.6126103,0,0,0,0,-5.05151,-3.0597782,0,0,-2.4031126,-2.545301,0,0,0,-5.9363456,-30.600397,-60.769753,0,0,0,0,0,0,0,0,-8.548341,-17.635136,-0.06320581,0,-8.559755,-17.404024,0,0,0,0,-35.89168,-37.388985,-3.1490886,0,-4.4979935,-20.72664,-10.353334,-17.072788,-9.483311,-21.32105,-12.345173,-6.93212,-3.3239324,-11.560621,0,-2.9139647,-8.915887,0,0,-3.0689585,0,-5.9199305,0,-8.471174,-41.210354,-68.219505,-40.22011,0,0,-8.771214,-21.857597,-6.338083,0,-5.0211873,0,0,-2.9109554,-16.3467,0,0,-10.443838,-3.0146365,0,-2.9508457,-9.14389,-8.103309,0,-9.594501,-11.725138,-11.6105585,-5.3745,0,-13.826576,-2.6734605,0,-2.7668748,0,-11.352696,0,-3.2192328,0,0,-10.711276,-5.167039,-6.9653225,0,-2.9465442,-16.348516,-0.38355902,-2.3148055,-14.158709,-5.534198,-11.584317,-19.270256,0,0,-21.312479,-56.813175,-15.057946,0,0,-2.7466142,-4.8393292,-3.779513,-5.8542013,0,-6.983121,-5.821728,0,0,0,0,0,0,0,0,0,-3.88346,0,0,0,0,-16.233511,0,0,-15.742418,-10.293177,0,-14.180603,-32.58563,-39.713875,0,0,0,0,-11.683848,-32.724667,-22.56493,0,0,0,-5.6022825,-9.573404,-11.560803,-5.829404,-11.139171,-6.651657,-13.549222,-7.9202266,0,-3.1406758,0,-11.081801,-4.1833096,-10.891378,-10.52922,-30.09067,-44.09485,-17.612358,0,0,-5.255635,-32.348484,-37.12242,-27.347284,0,0,0,-1.011179,0,-3.1333346,-6.3128366,0,-9.782446,-7.933275,-0.040483028,0,0,-20.294338,-11.755916,-19.768515,0,0,0,-12.161308,-27.216238,0,0,0,-11.329434,-23.450434
-23.450434,-18.046234,-12.471341,0,0,-8.443892,-24.700613,-19.011246,-5.5889907,0,0,-2.8909988,-13.303443,-10.547824,-2.985591,0,0,0,-2.4564238,-5.6126103,0,0,0,0,-5.05151,-3.0597782,0,0,-2.4031126,-2.545301,0,0,0,-5.9363456,-30.600397,-60.769753,0,0,0,0,0,0,0,0,-8.548341,-17.635136,-0.06320581,0,-8.559755,-17.404024,0,0,0,0,-35.89168,-37.388985,-3.1490886,0,-4.4979935,-20.72664,-10.353334,-17.072788,-9.483311,-21.32105,-12.345173,-6.93212,-3.3239324,-11.560621,0,-2.9139647,-8.915887,0,0,-3.0689585,0,-5.9199305,0,-8.471174,-41.210354,-68.219505,-40.22011,0,0,-8.771214,-21.857597,-6.338083,0,-5.0211873,0,0,-2.9109554,-16.3467,0,0,-10.443838,-3.0146365,0,-2.9508457,-9.14389,-8.103309,0,-9.594501,-11.725138,-11.6105585,-5.3745,0,-13.826576,-2.6734605,0,-2.7668748,0,-11.352696,0,-3.2192328,0,0,-10.711276,-5.167039,-6.9653225,0,-2.9465442,-16.348516,-0.38355902,-2.3148055,-14.158709,-5.534198,-11.584317,-19.270256,0,0,-21.312479,-56.813175,-15.057946,0,0,-2.7466142,-4.8393292,-3.779513,-5.8542013,0,-6.983121,-5.821728,0,0,0,0,0,0,0,0,0,-3.88346,0,0,0,0,-16.233511,0,0,-15.742418,-10.293177,0,-14.180603,-32.58563,-39.713875,0,0,0,0,-11.683848,-32.724667,-22.56493,0,0,0,-5.6022825,-9.573404,-11.560803,-5.829404,-11.139171,-6.651657,-13.549222,-7.9202266,0,-3.1406758,0,-11.081801,-4.1833096,-10.891378,-10.52922,-30.09067,-44.09485,-17.612358,0,0,-5.255635,-32.348484,-37.12242,-27.347284,0,0,0,-1.011179,0,-3.1333346,-6.3128366,0,-9.782446,-7.933275,-0.040483028,0,0,-20.294338,-11.755916,-19.768515,0,0,0,-12.161308,-27.216238,0,0,0,-11.329434
-11.329434,-23.450434,-18.046234,-12.471341,0,0,-8.443892,-24.700613,-19.011246,-5.5889907,0,0,-2.8909988,-13.303443,-10.547824,-2.985591,0,0,0,-2.4564238,-5.6126103,0,0,0,0,-5.05151,-3.0597782,0,0,-2.4031126,-2.545301,0,0,0,-5.9363456,-30.600397,-60.769753,0,0,0,0,0,0,0,0,-8.548341,-17.635136,-0.06320581,0,-8.559755,-17.404024,0,0,0,0,-35.89168,-37.388985,-3.1490886,0,-4.4979935,-20.72664,-10.353334,-17.072788,-9.483311,-21.32105,-12.345173,-6.93212,-3.3239324,-11.560621,0,-2.9139647,-8.915887,0,0,-3.0689585,0,-5.9199305,0,-8.471174,-41.210354,-68.219505,-40.22011,0,0,-8.771214,-21.857597,-6.338083,0,-5.0211873,0,0,-2.9109554,-16.3467,0,0,-10.443838,-3.0146365,0,-2.9508457,-9.14389,-8.103309,0,-9.594501,-11.725138,-11.6105585,-5.3745,0,-13.826576,-2.6734605,0,-2.7668748,0,-11.352696,0,-3.2192328,0,0,-10.711276,-5.167039,-6.9653225,0,-2.9465442,-16.348516,-0.38355902,-2.3148055,-14.158709,-5.534198,-11.584317,-19.270256,0,0,-21.312479,-56.813175,-15.057946,0,0,-2.7466142,-4.8393292,-3.779513,-5.8542013,0,-6.983121,-5.821728,0,0,0,0,0,0,0,0,0,-3.88346,0,0,0,0,-16.233511,0,0,-15.742418,-10.293177,0,-14.180603,-32.58563,-39.713875,0,0,0,0,-11.683848,-32.724667,-22.56493,0,0,0,-5.6022825,-9.573404,-11.560803,-5.829404,-11.139171,-6.651657,-13.549222,-7.9202266,0,-3.1406758,0,-11.081801,-4.1833096,-10.891378,-10.52922,-30.09067,-44.09485,-17.612358,0,0,-5.255635,-32.348484,-37.12242,-27.347284,0,0,0,-1.011179,0,-3.1333346,-6.3128366,0,-9.782446,-7.933275,-0.040483028,0,0,-20.294338,-11.755916,-19.768515,0,0,0,-12.161308,-27.216238,0,0,0
0,-11.329434,-23.450434,-18.046234,-12.471341,0,0,-8.443892,-24.700613,-19.011246,-5.5889907,0,0,-2.8909988,-13.303443,-10.547824,-2.985591,0,0,0,-2.4564238,-5.6126103,0,0,0,0,-5.05151,-3.0597782,0,0,-2.4031126,-2.545301,0,0,0,-5.9363456,-30.600397,-60.769753,0,0,0,0,0,0,0,0,-8.548341,-17.635136,-0.06320581,0,-8.559755,-17.404024,0,0,0,0,-35.89168,-37.388985,-3.1490886,0,-4.4979935,-20.72664,-10.353334,-17.072788,-9.483311,-21.32105,-12.345173,-6.93212,-3.3239324,-11.560621,0,-2.9139647,-8.915887,0,0,-3.0689585,0,-5.9199305,0,-8.471174,-41.210354,-68.219505,-40.22011,0,0,-8.771214,-21.857597,-6.338083,0,-5.0211873,0,0,-2.9109554,-16.3467,0,0,-10.443838,-3.0146365,0,-2.9508457,-9.14389,-8.103309,0,-9.594501,-11.725138,-11.6105585,-5.3745,0,-13.826576,-2.6734605,0,-2.7668748,0,-11.352696,0,-3.2192328,0,0,-10.711276,-5.167039,-6.9653225,0,-2.9465442,-16.348516,-0.38355902,-2.3148055,-14.158709,-5.534198,-11.584317,-19.270256,0,0,-21.312479,-56.813175,-15.057946,0,0,-2.7466142,-4.8393292,-3.779513,-5.8542013,0,-6.983121,-5.821728,0,0,0,0,0,0,0,0,0,-3.88346,0,0,0,0,-16.233511,0,0,-15.742418,-10.293177,0,-14.180603,-32.58563,-39.713875,0,0,0,0,-11.683848,-32.724667,-22.56493,0,0,0,-5.6022825,-9.573404,-11.560803,-5.829404,-11.139171,-6.651657,-13.549222,-7.9202266,0,-3.1406758,0,-11.081801,-4.1833096,-10.891378,-10.52922,-30.09067,-44.09485,-17.612358,0,0,-5.255635,-32.348484,-37.12242,-27.347284,0,0,0,-1.011179,0,-3.1333346,-6.3128366,0,-9.782446,-7.933275,-0.040483028,0,0,-20.294338,-11.755916,-19.768515,0,0,0,-12.161308,-27.216238,0,0
0,0,-11.329434,-23.450434,-18.046234,-12.471341,0,0,-8.443892,-24.700613,-19.011246,-5.5889907,0,0,-2.8909988,-13.303443,-10.547824,-2.985591,0,0,0,-2.4564238,-5.6126103,0,0,0,0,-5.05151,-3.0597782,0,0,-2.4031126,-2.545301,0,0,0,-5.9363456,-30.600397,-60.769753,0,0,0,0,0,0,0,0,-8.548341,-17.635136,-0.06320581,0,-8.559755,-17.404024,0,0,0,0,-35.89168,-37.388985,-3.1490886,0,-4.4979935,-20.72664,-10.353334,-17.072788,-9.483311,-21.32105,-12.345173,-6.93212,-3.3239324,-11.560621,0,-2.9139647,-8.915887,0,0,-3.0689585,0,-5.9199305,0,-8.471174,-41.210354,-68.219505,-40.22011,0,0,-8.771214,-21.857597,-6.338083,0,-5.0211873,0,0,-2.9109554,-16.3467,0,0,-10.443838,-3.0146365,0,-2.9508457,-9.14389,-8.103309,0,-9.594501,-11.725138,-11.6105585,-5.3745,0,-13.826576,-2.6734605,0,-2.7668748,0,-11.352696,0,-3.2192328,0,0,-10.711276,-5.167039,-6.9653225,0,-2.9465442,-16.348516,-0.38355902,-2.3148055,-14.158709,-5.534198,-11.584317,-19.270256,0,0,-21.312479,-56.813175,-15.057946,0,0,-2.7466142,-4.8393292,-3.779513,-5.8542013,0,-6.983121,-5.821728,0,0,0,0,0,0,0,0,0,-3.88346,0,0,0,0,-16.233511,0,0,-15.742418,-10.293177,0,-14.180603,-32.58563,-39.713875,0,0,0,0,-11.683848,-32.724667,-22.56493,0,0,0,-5.6022825,-9.573404,-11.560803,-5.829404,-11.139171,-6.651657,-13.549222,-7.9202266,0,-3.1406758,0,-11.081801,-4.1833096,-10.891378,-10.52922,-30.09067,-44.09485,-17.612358,0,0,-5.255635,-32.348484,-37.12242,-27.347284,0,0,0,-1.011179,0,-3.1333346,-6.3128366,0,-9.782446,-7.933275,-0.040483028,0,0,-20.294338,-11.755916,-19.768515,0,0,0,-12.161308,-27.216238,0
0,0,0,-11.329434,-23.450434,-18.046234,-12.471341,0,0,-8.443892,-24.700613,-19.011246,-5.5889907,0,0,-2.8909988,-13.303443,-10.547824,-2.985591,0,0,0,-2.4564238,-5.6126103,0,0,0,0,-5.05151,-3.0597782,0,0,-2.4031126,-2.545301,0,0,0,-5.9363456,-30.600397,-60.769753,0,0,0,0,0,0,0,0,-8.548341,-17.635136,-0.06320581,0,-8.559755,-17.404024,0,0,0,0,-35.89168,-37.388985,-3.1490886,0,-4.4979935,-20.72664,-10.353334,-17.072788,-9.483311,-21.32105,-12.345173,-6.93212,-3.3239324,-11.560621,0,-2.9139647,-8.915887,0,0,-3.0689585,0,-5.9199305,0,-8.471174,-41.210354,-68.219505,-40.22011,0,0,-8.771214,-21.857597,-6.338083,0,-5.0211873,0,0,-2.9109554,-16.3467,0,0,-10.443838,-3.0146365,0,-2.9508457,-9.14389,-8.103309,0,-9.594501,-11.725138,-11.6105585,-5.3745,0,-13.826576,-2.6734605,0,-2.7668748,0,-11.352696,0,-3.2192328,0,0,-10.711276,-5.167039,-6.9653225,0,-2.9465442,-16.348516,-0.38355902,-2.3148055,-14.158709,-5.534198,-11.584317,-19.270256,0,0,-21.312479,-56.813175,-15.057946,0,0,-2.7466142,-4.8393292,-3.779513,-5.8542013,0,-6.983121,-5.821728,0,0,0,0,0,0,0,0,0,-3.88346,0,0,0,0,-16.233511,0,0,-15.742418,-10.293177,0,-14.180603,-32.58563,-39.713875,0,0,0,0,-11.683848,-32.724667,-22.56493,0,0,0,-5.6022825,-9.573404,-11.560803,-5.829404,-11.139171,-6.651657,-13.549222,-7.9202266,0,-3.1406758,0,-11.081801,-4.1833096,-10.891378,-10.52922,-30.09067,-44.09485,-17.612358,0,0,-5.255635,-32.348484,-37.12242,-27.347284,0,0,0,-1.011179,0,-3.1333346,-6.3128366,0,-9.782446,-7.933275,-0.040483028,0,0,-20.294338,-11.755916,-19.768515,0,0,0,-12.161308,-27.216238
-27.216238,0,0,0,-11.329434,-23.450434,-18.046234,-12.471341,0,0,-8.443892,-24.700613,-19.011246,-5.5889907,0,0,-2.8909988,-13.303443,-10.547824,-2.985591,0,0,0,-2.4564238,-5.6126103,0,0,0,0,-5.05151,-3.0597782,0,0,-2.4031126,-2.545301,0,0,0,-5.9363456,-30.600397,-60.769753,0,0,0,0,0,0,0,0,-8.548341,-17.635136,-0.06320581,0,-8.559755,-17.404024,0,0,0,0,-35.89168,-37.388985,-3.1490886,0,-4.4979935,-20.72664,-10.353334,-17.072788,-9.483311,-21.32105,-12.345173,-6.93212,-3.3239324,-11.560621,0,-2.9139647,-8.915887,0,0,-3.0689585,0,-5.9199305,0,-8.471174,-41.210354,-68.219505,-40.22011,0,0,-8.771214,-21.857597,-6.338083,0,-5.0211873,0,0,-2.9109554,-16.3467,0,0,-10.443838,-3.0146365,0,-2.9508457,-9.14389,-8.103309,0,-9.594501,-11.725138,-11.6105585,-5.3745,0,-13.826576,-2.6734605,0,-2.7668748,0,-11.352696,0,-3.2192328,0,0,-10.711276,-5.167039,-6.9653225,0,-2.9465442,-16.348516,-0.38355902,-2.3148055,-14.158709,-5.534198,-11.584317,-19.270256,0,0,-21.312479,-56.813175,-15.057946,0,0,-2.7466142,-4.8393292,-3.779513,-5.8542013,0,-6.983121,-5.821728,0,0,0,0,0,0,0,0,0,-3.88346,0,0,0,0,-16.233511,0,0,-15.742418,-10.293177,0,-14.180603,-32.58563,-39.713875,0,0,0,0,-11.683848,-32.724667,-22.56493,0,0,0,-5.6022825,-9.573404,-11.560803,-5.829404,-11.139171,-6.651657,-13.549222,-7.9202266,0,-3.1406758,0,-11.081801,-4.1833096,-10.891378,-10.52922,-30.09067,-44.09485,-17.612358,0,0,-5.255635,-32.348484,-37.12242,-27.347284,0,0,0,-1.011179,0,-3.1333346,-6.3128366,0,-9.782446,-7.933275,-0.040483028,0,0,-20.294338,-11.755916,-19.768515,0,0,0,-12.161308
-12.161308,-27.216238,0,0,0,-11.329434,-23.450434,-18.046234,-12.471341,0,0,-8.443892,-24.700613,-19.011246,-5.5889907,0,0,-2.8909988,-13.303443,-10.547824,-2.985591,0,0,0,-2.4564238,-5.6126103,0,0,0,0,-5.05151,-3.0597782,0,0,-2.4031126,-2.545301,0,0,0,-5.9363456,-30.600397,-60.769753,0,0,0,0,0,0,0,0,-8.548341,-17.635136,-0.06320581,0,-8.559755,-17.404024,0,0,0,0,-35.89168,-37.388985,-3.1490886,0,-4.4979935,-20.72664,-10.353334,-17.072788,-9.483311,-21.32105,-12.345173,-6.93212,-3.3239324,-11.560621,0,-2.9139647,-8.915887,0,0,-3.0689585,0,-5.9199305,0,-8.471174,-41.210354,-68.219505,-40.22011,0,0,-8.771214,-21.857597,-6.338083,0,-5.0211873,0,0,-2.9109554,-16.3467,0,0,-10.443838,-3.0146365,0,-2.9508457,-9.14389,-8.103309,0,-9.594501,-11.725138,-11.6105585,-5.3745,0,-13.826576,-2.6734605,0,-2.7668748,0,-11.352696,0,-3.2192328,0,0,-10.711276,-5.167039,-6.9653225,0,-2.9465442,-16.348516,-0.38355902,-2.3148055,-14.158709,-5.534198,-11.584317,-19.270256,0,0,-21.312479,-56.813175,-15.057946,0,0,-2.7466142,-4.8393292,-3.779513,-5.8542013,0,-6.983121,-5.821728,0,0.9669873,0.9803778,0,0,0,0,0,0,-3.88346,0,0,0,0,-16.233511,0,0,-15.742418,-10.293177,0,-14.180603,-32.58563,-39.713875,0,0,0,0,-11.683848,-32.724667,-22.56493,0,0,0,-5.6022825,-9.573404,-11.560803,-5.829404,-11.139171,-6.651657,-13.549222,-7.9202266,0,-3.1406758,0,-11.081801,-4.1833096,-10.891378,-10.52922,-30.09067,-44.09485,-17.612358,0,0,-5.255635,-32.348484,-37.12242,-27.347284,0,0,0,-1.011179,0,-3.1333346,-6.3128366,0,-9.782446,-7.933275,-0.040483028,0,0,-20.294338,-11.755916,-19.768515,0,0,0
0,-12.161308,-27.216238,0,0,0,-11.329434,-23.450434,-18.046234,-12.471341,0,0,-8.443892,-24.700613,-19.011246,-5.5889907,0,0,-2.8909988,-13.303443,-10.547824,-2.985591,0,0,0,-2.4564238,-5.6126103,0,0,0,0,-5.05151,-3.0597782,0,0,-2.4031126,-2.545301,0,0,0,-5.9363456,-30.600397,-60.769753,0,0,0,0,0,0,0,0,-8.548341,-17.635136,-0.06320581,0,-8.559755,-17.404024,0,0,0,0,-35.89168,-37.388985,-3.1490886,0,-4.4979935,-20.72664,-10.353334,-17.072788,-9.483311,-21.32105,-12.345173,-6.93212,-3.3239324,-11.560621,0,-2.9139647,-8.915887,0,0,-3.0689585,0,-5.9199305,0,-8.471174,-41.210354,-68.219505,-40.22011,0,0,-8.771214,-21.857597,-6.338083,0,-5.0211873,0,0,-2.9109554,-16.3467,0,0,-10.443838,-3.0146365,0,-2.9508457,-9.14389,-8.103309,0,-9.594501,-11.725138,-11.6105585,-5.3745,0,-13.826576,-2.6734605,0,-2.7668748,0,-11.352696,0,-3.2192328,0,0,-9.916032,-4.942319,-6.9653225,0,-2.1051707,-16.348516,0.28002217,-1.6273463,-13.250026,-4.743308,-11.344299,-18.836775,0.94337535,0.9745717,-21.220957,-56.813175,-14.007226,3.9438312,3.9364064,-1.1943595,-4.5967503,-2.9280696,-5.035368,0.82394016,-5.700036,-4.2318177,1.9188286,1.9338682,0.9803778,0.912711,0,1.9953185,0.9645934,0,0,-3.703988,0.87440145,0,0,0,-16.233511,0,0,-15.742418,-10.293177,0,-14.180603,-32.58563,-39.713875,0,0,0,0,-11.683848,-32.724667,-22.56493,0,0,0,-5.6022825,-9.573404,-11.560803,-5.829404,-11.139171,-6.651657,-13.549222,-7.9202266,0,-3.1406758,0,-11.081801,-4.1833096,-10.891378,-10.52922,-30.09067,-44.09485,-17.612358,0,0,-5.255635,-32.348484,-37.12242,-27.347284,0,0,0,-1.011179,0,-3.1333346,-6.3128366,0,-9.782446,-7.933275,-0.040483028,0,0,-20.294338,-11.755916,-19.768515,0,0
